,B220,B7-H1,C-kit,CCR7,CD11b,CD11c,CD138,CD14,CD16,CD19,CD1a,CD2,CD223,CD24,CD26,CD27,CD28,CD3,CD34,CD366,CD4,CD44,CD45,CD45RA,CD45RO,CD5,CD56,CD62L,CD66b,CD69,CD7,CD77,CD8,CTLA4,EpCAM,"HLA-A,B,C",IL7Ralpha,IgG1,IgG2a,LAMP1,MHCII,Ox40,PD-1,PD-L1,PD1,PECAM,Siglec-8,TCRb,TCRg
473,1.420724,0.0,0.71623147,2.8762329,1.1292744,2.1194959,0.0,0.0,1.985163,1.6461213,0.71623147,5.358634,0.0,0.71623147,1.420724,6.0494246,1.985163,1.985163,1.1292744,1.420724,5.5219245,2.6815128,0.0,1.420724,0.71623147,3.570695,1.420724,1.6461213,2.9335375,1.1292744,4.321694,4.1224284,0.71623147,1.1292744,0.0,3.9365568,3.0391464,0.71623147,1.1292744,0.71623147,0.71623147,0.0,1.985163,1.6461213,1.1292744,0.71623147,0.71623147,0.0,0.0
474,1.3605618,0.0,1.0757719,3.1450543,1.0757719,1.7631266,0.676066,0.0,2.1666534,2.0493553,0.0,6.3355017,0.0,1.0757719,1.0757719,2.4533648,3.4006584,1.3605618,1.0757719,0.0,5.817844,2.6759255,0.676066,0.0,1.0757719,3.6040492,1.9164469,0.676066,1.7631266,1.0757719,1.3605618,4.1249714,1.3605618,0.676066,0.0,4.25648,1.9164469,0.0,0.0,1.7631266,2.0493553,0.0,1.7631266,2.1666534,2.2716258,2.3666184,0.676066,1.9164469,0.676066
475,0.64922494,0.0,0.64922494,2.4822934,1.8693901,1.5382055,1.3196658,0.0,1.3196658,1.3196658,0.64922494,6.231075,0.0,1.0396099,0.0,2.4028487,1.5382055,1.8693901,1.5382055,0.64922494,1.0396099,2.5558882,1.0396099,2.316544,1.5382055,4.101216,1.5382055,0.64922494,1.5382055,0.0,3.576107,3.4962647,6.166068,0.64922494,1.0396099,3.2094507,1.7174461,0.0,0.0,1.0396099,1.5382055,1.0396099,1.7174461,1.3196658,1.7174461,1.3196658,0.0,0.0,0.0
476,1.1855608,0.0,0.44988406,1.6048098,1.8993131,1.7129043,0.9948768,0.0,1.4835985,1.4835985,1.7129043,6.214245,0.0,0.759057,0.0,1.8993131,2.860816,1.4835985,1.7129043,0.0,5.9279866,3.400352,0.9948768,0.759057,0.9948768,4.7367067,0.759057,0.759057,1.8993131,1.7129043,0.44988406,3.721764,2.5146763,0.9948768,0.44988406,3.7354145,2.5596073,0.0,0.0,1.1855608,1.3456421,0.759057,1.7129043,0.759057,3.4734304,1.810446,1.3456421,0.44988406,1.1855608
477,1.6590348,0.0,1.140112,3.6152601,0.0,1.9989574,0.0,0.0,1.9989574,5.4226327,1.140112,1.140112,0.0,1.140112,0.0,1.6590348,1.6590348,1.140112,1.140112,0.0,1.140112,2.4540687,0.0,2.4540687,1.6590348,2.8913128,1.6590348,3.2781036,2.2521834,3.00291,0.0,4.40465,1.140112,1.9989574,0.0,4.2654214,0.0,0.0,1.6590348,0.0,6.328708,1.140112,3.5563161,1.9989574,1.6590348,4.40465,0.0,1.140112,0.0
478,1.0357027,0.4735567,0.4735567,2.1124337,1.3933879,1.2304531,1.0357027,0.0,1.3933879,1.5334572,1.2304531,6.367273,0.0,1.0357027,0.4735567,1.6562957,2.8538096,1.2304531,1.2304531,0.0,5.7670565,3.4235802,0.4735567,1.2304531,0.4735567,4.7061987,1.2304531,0.4735567,1.5334572,0.4735567,0.7936213,3.937158,0.7936213,0.4735567,0.4735567,3.6201108,2.0363572,0.0,0.4735567,0.4735567,3.3625247,0.0,0.4735567,0.7936213,1.7656825,2.1124337,0.4735567,2.2491558,0.7936213
479,1.1726215,1.05037,0.91106385,2.3315167,5.9445395,3.8600497,1.2815425,0.74916124,2.0872972,1.5512614,1.6976137,2.7407062,0.0,0.91106385,0.0,1.9384347,0.31608126,0.5558851,1.5512614,1.990557,3.905968,3.602428,0.74916124,1.3797565,1.6976137,2.5568967,1.5512614,2.2168438,2.366994,3.225383,0.91106385,3.1162236,1.3797565,1.05037,1.05037,4.138507,1.2815425,0.31608126,0.5558851,0.74916124,4.7840323,0.0,3.6323733,1.5512614,0.91106385,5.8538632,1.3797565,0.74916124,1.05037
480,0.50360084,0.0,0.8369607,2.3813992,1.7196691,1.7196691,0.8369607,1.0865419,1.2861079,0.0,0.50360084,6.26414,0.0,0.50360084,0.0,1.930364,0.0,1.5949358,0.8369607,0.0,1.5949358,2.7761686,1.2861079,1.4523966,0.8369607,4.6485906,1.930364,1.2861079,1.7196691,0.8369607,3.846456,3.5750792,6.0245156,0.8369607,0.50360084,3.4376824,1.4523966,0.0,0.50360084,0.8369607,1.5949358,0.0,0.50360084,0.8369607,1.5949358,1.7196691,0.50360084,0.8369607,0.50360084
481,0.0,0.0,0.63362306,2.1927514,1.2956245,0.63362306,0.63362306,0.63362306,1.0184325,1.2956245,0.63362306,5.2938643,0.0,0.63362306,0.0,6.0491567,2.1927514,1.9728274,1.5124209,0.0,5.6887155,2.4521344,0.63362306,1.2956245,0.63362306,4.1830125,1.2956245,3.1402931,1.8415895,1.8415895,4.58789,3.5939374,0.63362306,1.5124209,0.0,2.718054,1.2956245,0.0,0.63362306,1.2956245,1.0184325,1.0184325,1.8415895,1.2956245,1.0184325,2.088823,0.0,1.9728274,1.2956245
482,1.1874503,1.2707572,0.7605046,2.4207413,5.831333,3.5191722,1.1874503,1.5481805,1.8581616,1.5481805,1.8581616,2.8303254,0.0,0.7605046,0.88549924,2.314004,0.88549924,0.0,1.4190586,1.7651178,2.6463583,3.4029813,0.88549924,1.8127215,1.7151343,2.6051245,1.3476546,1.4190586,2.625954,3.5604966,1.5481805,3.3138227,1.7151343,1.4190586,0.61762404,4.064789,0.9965918,0.0,0.45087034,1.7651178,4.669789,0.7605046,3.7035859,1.4857022,2.1944973,6.0443106,1.1874503,1.7651178,0.7605046
483,0.0,0.0,1.190932,2.9208894,2.390959,1.7192411,1.3995876,0.0,1.190932,0.0,0.0,6.262789,0.0,0.56723356,0.0,1.190932,1.3995876,1.5721327,2.318516,0.0,0.56723356,2.318516,0.56723356,2.789178,1.8474581,3.7957764,1.7192411,0.56723356,2.318516,1.190932,3.451107,3.8295007,6.110651,1.5721327,0.0,3.1739397,0.9269395,0.0,0.0,1.190932,0.9269395,0.9269395,1.190932,1.190932,1.5721327,2.318516,0.0,1.5721327,0.56723356
484,1.5392357,1.6851449,1.1620928,2.8395765,6.032829,4.2667804,1.1620928,1.3683394,1.8124502,0.9019527,0.0,2.6518111,0.0,0.9019527,0.0,3.3354707,0.9019527,0.5493953,1.3683394,0.0,2.7021596,2.7500944,0.0,1.3683394,1.3683394,2.1189091,0.9019527,1.3683394,1.8124502,3.737753,0.9019527,3.772023,1.5392357,0.0,0.5493953,4.146897,0.9019527,0.0,0.5493953,2.8814836,4.9477043,0.0,4.3551893,0.9019527,2.7021596,5.4260573,0.5493953,1.3683394,0.0
485,0.8284755,0.49768725,0.8284755,1.7073607,2.4264476,1.9175421,0.49768725,0.0,1.9175421,1.4409158,0.8284755,6.2894506,0.0,0.8284755,0.0,2.0911279,0.8284755,2.6771212,1.0766182,0.0,5.855796,2.8020203,1.0766182,1.2752651,1.9175421,4.639969,1.0766182,1.0766182,2.4264476,1.0766182,1.5829862,3.5604882,1.7073607,0.0,0.0,4.2847624,1.5829862,0.0,0.0,1.2752651,1.0766182,0.49768725,1.4409158,1.0766182,2.9474635,1.9175421,0.8284755,2.3054585,1.0766182
486,0.6466617,0.9694455,0.89798456,2.6710763,5.885924,4.151827,0.82102114,1.4939812,1.713038,1.2657185,1.5724541,2.7438362,0.0,1.1575025,0.31017426,1.9966165,0.43534365,0.31017426,1.8362721,1.5724541,3.3673658,3.240529,0.73763674,1.4939812,1.408822,2.7783225,1.6094959,1.3157299,2.17688,3.4340572,1.5724541,3.4103174,1.4523078,1.0986606,0.54657423,3.8918912,0.89798456,0.16706523,0.82102114,1.6094959,4.810777,0.6466617,3.6060624,1.408822,1.6797011,5.9509516,0.6466617,1.2657185,0.43534365
487,0.54149836,0.3069625,0.7313433,2.1865432,0.89083344,1.3543701,0.89083344,0.54149836,1.735325,1.257048,0.89083344,6.3489847,0.0,0.3069625,0.3069625,1.8546325,2.5814176,1.909341,1.0283508,0.7313433,5.89979,2.8840535,1.0283508,1.5245116,1.9612111,4.364456,0.3069625,1.257048,1.796757,1.3543701,0.89083344,3.3042521,1.0283508,1.257048,0.0,4.0990477,2.7556262,0.0,0.3069625,2.0575166,2.0575166,0.7313433,1.5245116,1.257048,2.7088706,1.909341,0.3069625,1.5245116,0.3069625
488,1.0231078,0.46621034,0.46621034,2.555586,1.8477428,2.0193417,0.0,0.0,0.7829351,0.7829351,0.7829351,6.3713474,0.0,0.46621034,0.7829351,1.8477428,2.508371,1.9372185,0.46621034,0.0,5.8903255,3.3436158,0.0,1.6404705,1.0231078,3.4241686,0.7829351,1.0231078,1.3786933,1.7494673,1.0231078,3.4805918,1.2166231,0.0,0.0,4.3819556,2.9659023,0.0,0.0,0.0,2.1657624,1.0231078,1.2166231,1.6404705,2.7998693,2.7630785,0.0,1.2166231,0.0
489,0.24170658,0.5989801,0.86166656,1.6294968,2.357993,0.97097695,0.97097695,0.5989801,0.7389242,1.3175349,0.5989801,6.3109636,0.0,0.7389242,0.0,2.961098,0.86166656,1.3881989,0.86166656,0.5989801,0.86166656,2.9028213,0.7389242,1.9083314,1.5744088,3.6706867,0.86166656,1.0695072,1.8669302,0.43621477,3.2321641,2.588059,6.104888,1.1591942,0.7389242,3.9053779,0.86166656,0.0,0.43621477,0.97097695,1.4541973,0.0,1.7786014,0.7389242,2.6084023,2.3317842,0.7389242,1.9863212,0.0
490,0.654486,0.0,0.654486,2.7591522,2.0107708,1.3277272,0.654486,0.654486,1.0467246,1.5468416,1.0467246,6.151766,0.0,1.3277272,0.0,1.3277272,0.0,3.0158887,1.3277272,0.0,0.654486,2.127425,0.654486,2.127425,1.726468,4.5758643,0.0,0.0,2.4923654,1.3277272,2.6988277,4.226296,5.884913,0.654486,0.654486,4.6925025,1.3277272,0.0,0.0,1.3277272,1.3277272,0.0,2.0107708,1.0467246,1.3277272,2.8698719,0.0,1.5468416,1.3277272
491,0.8486662,0.0,1.3010242,2.3375368,1.3010242,1.1002085,1.1002085,0.51178366,1.611353,1.7365725,0.0,6.320155,0.0,0.8486662,1.4681786,2.5671587,3.4145617,1.3010242,0.51178366,0.0,5.7528396,3.3225353,0.51178366,2.0389636,1.4681786,3.2211735,0.8486662,0.8486662,2.0389636,1.1002085,4.643551,3.5188305,1.611353,0.51178366,0.0,3.2474933,3.6311054,0.0,0.0,0.51178366,1.7365725,0.8486662,1.4681786,0.51178366,2.3375368,2.1993523,0.0,1.4681786,0.8486662
492,0.6854288,0.7800343,0.5809288,2.308421,5.9760065,4.1310544,0.5809288,1.1525226,1.7450502,1.0196848,1.3236057,3.1548448,0.0,1.0883079,0.33206898,2.065895,0.5809288,0.6854288,1.8739363,2.161028,3.3101008,3.4444604,1.3236057,1.4232992,1.4232992,2.5034583,1.1525226,1.4696509,2.1834614,3.579501,1.1525226,3.4994938,1.3236057,1.1525226,0.5809288,4.2445827,1.0196848,0.0,0.5809288,1.5139488,3.8476639,0.5809288,3.8047533,1.3236057,1.2128615,5.9654517,1.4696509,0.7800343,0.6854288
493,0.0,0.0,1.3090892,2.896891,2.469048,1.8571725,0.64234495,0.64234495,1.8571725,1.7055961,0.0,6.1303024,0.0,1.7055961,0.64234495,1.3090892,0.64234495,2.896891,1.8571725,0.0,5.77372,2.2091968,1.0302858,1.7055961,2.3035178,4.886856,1.7055961,0.0,2.469048,1.0302858,3.2317998,3.9918513,1.8571725,2.1050441,0.64234495,4.33962,2.2091968,0.0,0.0,0.64234495,1.7055961,0.64234495,1.9887688,1.5268675,2.9454207,1.9887688,0.64234495,1.7055961,1.5268675
494,1.027065,0.0,0.6399724,2.204736,2.1006436,0.6399724,0.6399724,0.0,1.5229459,1.027065,1.3054328,6.375475,0.0,1.027065,0.6399724,1.7014961,0.0,2.204736,0.6399724,1.3054328,0.0,2.5379395,1.027065,3.4204164,1.3054328,4.05135,1.5229459,0.0,2.385152,0.6399724,1.027065,3.7642684,6.004601,1.027065,0.6399724,3.449307,1.027065,0.0,0.0,1.7014961,0.0,0.6399724,1.3054328,1.7014961,1.8529441,1.027065,0.6399724,1.027065,0.0
495,0.9418953,0.5779714,0.0,2.413361,0.9418953,1.7395033,0.5779714,0.0,2.2624512,1.2081412,0.5779714,5.401064,0.0,0.5779714,0.0,5.979744,2.1774967,2.0846493,1.5917006,0.0,5.604761,2.6040742,0.0,1.7395033,0.5779714,4.6088357,0.9418953,1.5917006,2.3407502,2.0846493,3.9634697,3.7487557,1.9822905,0.9418953,0.0,3.5674582,2.9021475,0.0,0.9418953,0.9418953,0.9418953,0.9418953,1.2081412,0.5779714,1.7395033,2.4810548,0.9418953,0.0,0.0
496,0.6181474,0.6181474,1.271574,1.9442532,2.848059,0.6181474,0.6181474,0.6181474,0.6181474,0.6181474,0.6181474,6.300951,0.0,0.6181474,0.0,1.271574,1.271574,0.99730825,0.0,0.0,0.6181474,2.563165,0.0,2.4217758,0.0,3.8360236,1.271574,0.0,1.9442532,0.6181474,3.1084886,2.7436287,6.264186,0.99730825,0.6181474,2.687017,0.99730825,0.0,0.0,0.6181474,1.6634405,0.6181474,0.0,0.0,0.99730825,2.059736,0.0,0.6181474,0.0
497,0.6254643,0.0,1.2829709,2.2712116,1.9578098,1.6762679,1.4988313,0.6254643,1.0073107,1.8269145,2.2712116,6.379088,0.0,1.6762679,0.6254643,0.6254643,1.2829709,1.9578098,1.0073107,0.6254643,0.0,2.5094755,1.0073107,2.7017517,0.6254643,4.152239,1.4988313,1.8269145,1.4988313,0.6254643,3.298552,4.138474,5.6742983,1.2829709,1.0073107,4.30414,2.177251,0.0,0.6254643,0.6254643,1.8269145,0.6254643,1.2829709,1.8269145,1.6762679,2.357097,2.0735378,1.2829709,0.6254643
498,1.0578423,0.6627266,2.0255823,2.9857576,1.3403093,1.5603106,1.3403093,1.0578423,2.2471437,1.3403093,0.0,6.190231,0.0,0.6627266,0.0,1.0578423,2.9857576,1.0578423,0.6627266,0.0,5.889013,3.03214,0.6627266,1.0578423,1.8931797,4.033611,1.7405319,0.6627266,2.650495,1.5603106,0.6627266,3.9997458,2.650495,1.7405319,1.7405319,4.438722,2.9857576,0.0,0.0,1.0578423,1.0578423,1.0578423,2.428409,1.0578423,2.7147691,2.5080452,0.0,1.5603106,0.0
499,0.48975933,1.0632511,0.81706554,2.4079154,0.81706554,1.9002118,0.48975933,1.566852,1.6907347,1.6907347,0.81706554,6.3970356,0.0,0.81706554,1.9002118,1.6907347,2.658187,1.0632511,0.81706554,0.0,5.8446984,3.1675508,0.48975933,1.8009484,2.349359,4.121711,1.2606443,1.0632511,1.8009484,0.81706554,0.0,3.315668,0.81706554,1.425423,0.48975933,4.161884,2.928195,0.0,0.48975933,1.0632511,1.566852,0.0,1.0632511,1.566852,1.2606443,1.6907347,1.0632511,1.8009484,0.48975933
500,0.0,0.0,0.0,2.3512402,1.7490765,1.5177541,0.78267825,0.0,0.78267825,0.78267825,0.78267825,6.271666,0.0,0.78267825,0.0,1.2162902,2.5551496,2.4583833,0.78267825,0.0,5.9301047,2.4583833,1.2162902,2.0948148,2.4583833,3.4982548,0.78267825,0.78267825,1.9368136,0.78267825,0.0,3.4237108,0.78267825,2.0948148,0.0,4.624212,1.2162902,0.0,0.0,0.0,3.5335414,0.78267825,2.5551496,1.2162902,3.300312,2.2312243,0.0,1.7490765,0.0
501,0.0,1.236637,0.7984103,2.5344152,0.47685692,1.3999543,0.7984103,0.47685692,1.6633617,1.540306,1.236637,5.911974,0.0,0.7984103,1.0413393,2.1908753,2.9927824,1.8716524,0.7984103,0.0,5.880046,3.8199782,1.540306,1.236637,0.0,5.4979024,1.0413393,1.236637,1.3999543,0.47685692,1.236637,3.7066011,1.540306,1.0413393,0.0,4.1861076,2.8264894,0.0,0.0,1.3999543,1.0413393,0.47685692,1.540306,1.540306,2.3189547,0.7984103,1.3999543,1.8716524,0.0
502,0.8153204,0.68305737,0.8153204,2.255422,6.020361,3.510871,1.1313481,1.0851365,1.7262661,1.2974052,1.3349423,3.6511,0.0,0.5305954,0.3506333,2.1470299,0.9857668,0.3506333,0.9857668,2.0068018,3.1763093,3.2868316,0.75137395,1.2974052,1.2178196,2.7712634,1.1313481,1.2178196,1.8212515,3.8056953,1.4397744,3.3328416,2.4422743,0.87542224,0.4446572,4.4475017,0.9857668,0.0,0.3506333,1.5643775,3.4460936,0.4446572,4.1186337,1.4397744,1.6485941,5.9105005,0.9857668,1.5643775,0.4446572
503,1.4465636,0.0,1.6735989,2.268267,2.268267,1.1523616,0.7337276,0.0,1.1523616,0.0,0.0,6.3710055,0.0,1.4465636,0.0,2.268267,1.1523616,1.8585066,1.4465636,0.0,5.9053526,2.7825155,1.1523616,0.0,1.4465636,3.7151492,1.1523616,0.7337276,2.268267,2.1494117,2.470495,4.02935,2.7825155,0.0,0.7337276,3.603686,1.6735989,0.0,0.0,1.1523616,0.7337276,0.0,1.4465636,0.0,3.409047,1.4465636,1.1523616,1.6735989,1.6735989
504,0.0,0.0,0.0,2.644252,0.0,1.6785233,1.1565099,0.0,0.0,1.1565099,0.0,5.0479064,0.0,1.1565099,0.0,5.9347243,2.2736998,0.0,1.6785233,0.0,5.7586775,2.7881997,0.0,1.6785233,0.0,3.9340358,2.0197523,4.8640695,1.6785233,0.0,4.7944264,2.7881997,0.0,0.0,1.1565099,2.2736998,1.1565099,0.0,0.0,0.0,1.6785233,0.0,2.0197523,0.0,0.0,0.0,1.1565099,0.0,0.0
505,0.78941476,0.0,2.2422776,2.3624432,0.78941476,1.5274297,1.7593102,0.0,0.78941476,1.2250142,1.2250142,6.3105783,0.0,0.0,3.0650635,3.4356852,1.7593102,0.78941476,1.2250142,0.0,5.7168007,2.7360082,0.0,0.78941476,1.5274297,4.8646493,0.0,0.0,2.8808546,2.8808546,1.5274297,3.9869955,0.0,1.2250142,0.0,2.9461012,2.3624432,0.0,0.78941476,0.0,1.2250142,0.78941476,3.0073504,0.78941476,1.2250142,1.9474142,1.2250142,1.2250142,1.2250142
506,0.5776979,0.5776979,1.2077042,2.811727,1.5912042,1.7389895,0.0,0.0,1.7389895,1.86772,0.9415151,5.43854,0.0,1.5912042,0.9415151,5.8527126,2.0841036,2.4804835,1.5912042,0.5776979,5.8594275,2.603497,0.5776979,1.7389895,2.261893,3.8529937,0.5776979,3.3452477,1.5912042,1.5912042,3.992152,3.54452,0.5776979,1.5912042,0.9415151,2.763592,2.9839814,0.0,0.0,0.5776979,1.5912042,0.5776979,1.2077042,0.9415151,1.5912042,1.86772,0.0,1.9817532,0.5776979
507,2.37998,0.0,1.451199,3.3012235,0.9685471,1.7753495,1.451199,0.0,2.2159998,1.7753495,1.7753495,6.4302506,0.0,0.0,1.451199,0.9685471,2.5208209,1.7753495,1.7753495,0.0,1.451199,4.144663,0.9685471,2.37998,1.7753495,3.359679,3.025746,0.0,3.1020494,1.451199,3.8792791,4.6439023,5.0086627,0.0,0.0,3.359679,3.3012235,0.0,0.0,1.451199,1.451199,0.9685471,1.7753495,2.37998,2.0197523,2.0197523,0.0,0.0,0.0
508,0.0,0.48208487,1.4103127,2.269262,1.7843282,1.4103127,0.48208487,0.48208487,1.4103127,0.8059822,0.8059822,6.4214144,0.0,1.4103127,0.8059822,1.2463968,2.6829264,1.2463968,0.48208487,0.0,5.7268705,3.404991,0.0,1.0502416,1.4103127,4.4455276,1.4103127,0.0,2.0559065,1.4103127,3.4453073,3.1215122,1.4103127,0.48208487,0.48208487,3.2964582,3.3629804,0.0,0.0,1.0502416,0.0,0.48208487,2.0559065,0.48208487,3.2964582,1.2463968,0.8059822,1.2463968,0.48208487
509,0.87726986,0.0,0.38397512,2.612929,5.897847,3.837441,1.2061338,1.0551603,1.9580386,0.87726986,1.3372756,2.7713058,0.0,0.0,0.0,2.3823466,0.38397512,0.6607365,1.4531963,0.0,3.3207898,3.0939882,0.38397512,1.3372756,1.4531963,2.3823466,1.5570643,1.2061338,2.1925304,3.5734704,0.6607365,3.5602489,1.3372756,1.9580386,0.38397512,4.272274,0.87726986,0.0,0.87726986,3.0725448,5.1997223,0.6607365,3.6370757,1.5570643,1.6511517,5.725789,1.0551603,0.6607365,1.0551603
510,0.5303659,0.5303659,0.71751344,2.0341518,5.8318334,3.7767255,0.87509704,0.5303659,1.2379217,1.1309705,1.0111954,2.878597,0.0,1.0111954,0.0,1.886529,0.0,0.2999394,1.3345315,2.4717445,3.4138262,3.3298028,1.4226247,1.0111954,1.3345315,2.7751112,1.0111954,1.4226247,1.4226247,4.1417136,0.71751344,3.1062176,0.87509704,1.1309705,0.2999394,4.107785,0.87509704,0.0,0.2999394,1.7744231,4.6461606,0.87509704,4.2571096,1.4226247,1.4226247,5.971391,0.87509704,1.0111954,0.2999394
511,1.2243382,0.0,1.9465934,1.7585177,1.7585177,1.7585177,1.5266802,0.0,2.241422,1.2243382,0.0,6.670548,0.0,0.0,0.0,1.9465934,1.2243382,0.0,0.78889227,0.0,1.5266802,3.9860559,0.0,3.0641508,0.78889227,2.104834,2.104834,0.0,2.8799508,0.78889227,5.079709,3.7619786,1.5266802,0.0,0.0,4.2912455,1.9465934,0.0,0.78889227,1.2243382,2.735113,0.0,0.0,0.78889227,1.2243382,1.2243382,0.0,0.78889227,0.78889227
512,0.81762815,0.81762815,0.81762815,3.2203667,2.288065,1.5676494,0.81762815,0.81762815,2.1506832,2.516574,0.81762815,6.267751,0.0,1.2613664,0.0,2.4088323,1.2613664,1.8017896,1.5676494,0.0,1.9913757,2.516574,1.2613664,1.2613664,1.8017896,3.269661,1.2613664,0.81762815,2.516574,2.1506832,2.7838657,3.8404057,5.8656282,0.0,1.2613664,4.4216423,1.5676494,0.0,0.81762815,2.1506832,1.2613664,0.0,2.288065,1.8017896,3.4851716,0.81762815,0.81762815,1.8017896,0.0
513,1.3657357,0.0,0.89987767,2.5955584,2.1158352,1.536492,0.89987767,0.0,1.1596928,1.6822993,1.3657357,6.264577,0.0,0.89987767,0.0,1.3657357,0.54791975,1.1596928,1.3657357,0.0,0.54791975,2.8362865,0.54791975,1.809527,0.89987767,4.058938,1.536492,1.1596928,2.1158352,0.89987767,1.9223796,4.154969,6.1054096,1.3657357,0.0,3.6806333,1.1596928,0.0,0.54791975,1.3657357,1.3657357,0.0,1.6822993,0.89987767,0.89987767,1.9223796,1.1596928,1.3657357,0.89987767
514,0.0,0.0,1.019785,3.2160752,0.6346169,0.0,1.297162,0.0,1.5140712,1.019785,0.6346169,5.1782584,0.0,0.0,1.5140712,6.078039,1.9746498,2.0906775,1.019785,0.0,5.746131,2.7767732,0.0,2.2887897,1.6922147,3.6434786,0.0,3.5461452,2.595866,0.6346169,4.1006923,3.9590092,0.6346169,1.019785,0.0,3.020356,2.5274785,0.0,0.0,1.019785,0.0,0.0,1.5140712,0.6346169,1.9746498,1.6922147,1.297162,0.6346169,0.0
515,1.1445118,0.0,1.1445118,2.564109,5.8796253,3.90827,0.0,2.004546,1.814528,1.5797276,0.997954,2.7717354,0.0,0.35640198,0.0,1.814528,1.5797276,0.8261666,1.1445118,2.1641579,2.7981672,3.574666,0.35640198,1.2723104,2.004546,2.422708,0.0,1.2723104,2.0606287,2.8490229,1.1445118,3.4468362,1.3856118,1.8819596,0.6186192,4.312773,1.6642698,0.0,0.6186192,2.4959059,4.690446,0.997954,2.8490229,0.35640198,2.1641579,6.026337,1.1445118,1.3856118,0.6186192
516,0.764149,0.0,0.764149,1.490992,2.6114533,0.764149,1.1922036,0.0,0.764149,0.0,1.7207406,6.3334775,0.0,0.764149,0.0,0.764149,0.764149,1.1922036,1.490992,0.0,0.764149,3.1265922,0.764149,2.7671466,0.764149,4.0666018,2.0647082,0.0,1.490992,0.0,2.692327,3.717244,6.1056743,1.1922036,0.764149,2.9018333,0.0,0.0,0.0,1.1922036,1.490992,0.0,0.0,0.0,1.9074413,2.6114533,0.0,0.0,1.1922036
517,0.0,0.54669625,0.8981563,2.3473644,1.6799369,1.8071002,0.54669625,0.0,1.6799369,1.1577013,1.6799369,6.368237,0.0,1.1577013,1.919902,1.5342145,3.095512,2.6458664,2.0212595,0.54669625,5.744238,2.9156535,0.8981563,0.54669625,1.6799369,4.2077594,2.0212595,0.0,2.5928726,1.3635745,3.1592796,3.5813427,0.8981563,1.1577013,0.0,3.8921752,3.0273995,0.0,0.0,1.919902,1.5342145,0.54669625,0.8981563,1.6799369,2.477634,0.54669625,0.8981563,1.8071002,0.54669625
518,0.0,1.1510646,1.4948105,2.5729725,5.832554,4.0981154,1.2792292,1.0040252,1.5873564,1.0040252,1.3928181,3.509255,0.0,0.6230588,0.8315753,1.2792292,0.0,0.6230588,1.6720586,1.0040252,3.4423969,3.3405843,1.3928181,1.0040252,1.750143,2.6368651,1.2792292,0.8315753,2.012857,3.209921,0.0,3.309484,0.8315753,1.0040252,1.0040252,4.281258,1.2792292,0.35928953,1.0040252,2.605429,4.828901,1.0040252,3.2272186,0.6230588,1.2792292,5.968567,0.35928953,1.2792292,0.35928953
519,0.0,0.8165037,0.8165037,2.992659,1.2599232,1.8001082,1.5660557,0.0,2.4069993,1.9896368,1.9896368,6.185857,0.0,1.9896368,0.0,2.4069993,1.2599232,1.8001082,1.8001082,0.8165037,2.1489038,2.2862554,1.5660557,2.2862554,2.2862554,4.4642415,0.0,0.0,2.8572447,1.8001082,4.035184,4.372982,5.8345046,1.2599232,0.0,3.5932522,0.0,0.0,0.8165037,0.0,1.2599232,0.0,0.8165037,1.2599232,2.5147226,1.8001082,0.0,1.2599232,0.0
520,0.46288407,0.46288407,0.46288407,2.2854123,1.5111401,1.7420777,0.7780848,0.0,1.3720043,0.46288407,0.46288407,6.596724,0.0,1.2103316,1.6332607,1.3720043,2.0873837,1.3720043,0.46288407,0.0,5.717535,2.9263542,0.46288407,1.0173832,1.5111401,3.2005477,1.2103316,0.7780848,1.5111401,0.0,3.0997036,3.1762738,1.2103316,1.3720043,0.0,3.1258838,3.224246,0.46288407,0.46288407,0.0,2.0873837,0.0,1.2103316,0.7780848,1.5111401,2.011583,1.0173832,0.46288407,1.2103316
521,0.0,0.41554007,0.41554007,1.8167591,1.5274297,1.7292987,0.41554007,0.7082218,0.93435323,1.5274297,0.93435323,6.362264,0.0,0.41554007,1.2742293,0.41554007,3.0241826,0.93435323,1.1186616,0.41554007,5.8074865,3.164137,0.7082218,0.41554007,1.7292987,4.808801,0.7082218,0.7082218,1.5274297,1.1186616,2.6304288,3.2067502,1.2742293,1.2742293,0.0,3.980602,2.2238688,0.0,0.0,0.7082218,1.408822,0.93435323,1.1186616,1.8971815,1.971615,1.971615,1.2742293,1.7292987,0.7082218
522,0.81594276,0.0,1.2592031,2.61103,2.1480155,1.2592031,1.2592031,0.0,2.285352,0.81594276,1.5652602,5.9218073,0.0,0.0,0.0,1.799269,1.2592031,2.4060845,2.285352,0.81594276,1.5652602,1.9887688,1.2592031,3.2174678,0.0,3.4015324,1.9887688,0.0,2.1480155,1.2592031,3.8642676,4.011618,6.153171,0.81594276,0.81594276,4.874545,1.799269,0.0,0.0,1.2592031,0.81594276,0.0,0.81594276,0.81594276,2.285352,1.5652602,1.5652602,0.0,0.0
